age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
49,admin,married,universitydegree,no,yes,yes,telephone,may,tue,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18,student,single,unknown,no,yes,no,cellular,aug,wed,561,1,17,2,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
45,services,married,professionalCourse,no,yes,no,telephone,may,mon,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22,admin,single,universitydegree,no,yes,no,telephone,jul,mon,484,1,999,2,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
34,admin,married,universitydegree,no,no,yes,cellular,sep,wed,245,3,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes
42,technician,married,universitydegree,no,no,no,telephone,may,mon,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blueCollar,single,highSchool,no,no,no,cellular,oct,tue,253,1,999,2,failure,-1.1,94.601,-49.5,0.982,4963.6,yes
31,admin,married,highSchool,no,yes,yes,telephone,may,mon,286,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,blueCollar,married,basic9y,unknown,no,no,telephone,may,mon,240,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,blueCollar,single,professionalCourse,no,no,no,cellular,aug,wed,293,1,9,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes
39,housemaid,married,basic4y,unknown,yes,no,telephone,may,mon,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,retired,single,highSchool,no,no,no,cellular,aug,mon,2035,4,999,0,nonexistent,-1.7,94.027,-38.3,0.896,4991.6,yes
55,admin,married,highSchool,no,no,no,telephone,jul,wed,229,1,9,1,success,-1.7,94.215,-40.3,0.802,4991.6,yes
51,admin,married,universitydegree,no,no,no,cellular,jun,mon,297,4,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,yes
55,technician,married,basic4y,no,no,yes,telephone,may,tue,259,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,admin,married,highSchool,no,no,no,telephone,may,mon,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,admin,married,professionalCourse,no,yes,yes,cellular,jul,tue,287,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,yes
55,management,divorced,universitydegree,no,yes,no,cellular,sep,thu,1440,1,999,1,failure,-1.1,94.199,-37.5,0.884,4963.6,yes
48,admin,divorced,universitydegree,no,no,no,cellular,aug,thu,172,3,3,6,success,-1.7,94.027,-38.3,0.904,4991.6,yes
26,admin,single,universitydegree,no,yes,no,cellular,sep,tue,201,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,yes
25,admin,single,highSchool,no,no,no,cellular,jul,thu,449,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
35,technician,married,universitydegree,no,no,yes,telephone,may,mon,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin,married,universitydegree,no,yes,no,cellular,jul,fri,341,3,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,yes
26,unemployed,married,highSchool,no,yes,no,cellular,jul,fri,474,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,yes
47,admin,married,highSchool,no,yes,no,cellular,oct,fri,437,1,999,1,failure,-1.1,94.601,-49.5,0.972,4963.6,yes
30,technician,single,professionalCourse,no,unknown,unknown,telephone,sep,tue,808,1,12,2,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
52,management,married,universitydegree,no,yes,no,cellular,aug,thu,175,3,1,3,success,-1.7,94.027,-38.3,0.899,4991.6,yes
40,housemaid,single,professionalCourse,no,no,no,telephone,may,mon,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,admin,married,universitydegree,no,no,no,cellular,aug,thu,323,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
61,admin,married,universitydegree,no,yes,yes,telephone,aug,wed,425,1,6,2,success,-1.7,94.027,-38.3,0.903,4991.6,yes
42,blueCollar,married,basic9y,unknown,yes,no,telephone,may,tue,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,divorced,universitydegree,no,yes,no,telephone,may,mon,106,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin,single,highSchool,no,no,no,cellular,oct,thu,509,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,yes
53,blueCollar,single,basic9y,no,yes,no,cellular,jul,wed,355,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes
42,management,married,universitydegree,no,no,no,telephone,may,mon,426,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,services,married,universitydegree,no,yes,no,cellular,sep,wed,630,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,yes
32,admin,married,universitydegree,no,yes,yes,telephone,may,mon,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,312,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,unemployed,married,professionalCourse,unknown,no,no,telephone,sep,thu,1405,1,6,2,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
30,technician,single,universitydegree,no,yes,no,telephone,jun,wed,263,1,999,2,failure,-1.7,94.055,-39.8,0.767,4991.6,yes
31,technician,married,universitydegree,no,no,no,cellular,sep,thu,244,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6,yes
38,technician,married,professionalCourse,no,yes,no,telephone,may,tue,349,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,management,divorced,universitydegree,no,no,no,cellular,sep,tue,190,3,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,yes
46,admin,married,highSchool,no,yes,no,cellular,jul,tue,335,3,999,2,failure,-1.7,94.215,-40.3,0.797,4991.6,yes
27,admin,married,universitydegree,no,yes,no,cellular,aug,tue,415,5,12,1,success,-1.7,94.027,-38.3,0.886,4991.6,yes
49,admin,married,highSchool,unknown,no,no,cellular,oct,wed,169,1,6,3,success,-1.1,94.601,-49.5,0.985,4963.6,yes
57,housemaid,divorced,basic4y,no,yes,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin,married,unknown,no,no,no,telephone,may,mon,348,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,technician,married,universitydegree,no,no,no,cellular,sep,thu,156,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
40,management,married,universitydegree,no,no,no,telephone,jul,fri,367,2,3,2,success,-1.7,94.215,-40.3,0.896,4991.6,yes
43,technician,married,unknown,no,yes,no,telephone,may,mon,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin,single,highSchool,no,no,no,cellular,jul,wed,346,1,999,1,failure,-1.7,94.215,-40.3,0.802,4991.6,yes
42,blueCollar,married,basic6y,unknown,no,no,telephone,may,mon,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,admin,married,universitydegree,no,no,yes,cellular,jul,fri,486,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,yes
60,admin,married,universitydegree,no,no,no,cellular,jul,fri,316,1,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes
35,admin,single,universitydegree,no,no,no,cellular,jul,fri,391,5,4,1,success,-1.7,94.215,-40.3,0.79,4991.6,yes
36,blueCollar,married,basic9y,unknown,no,no,telephone,may,tue,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,admin,single,universitydegree,no,no,no,cellular,aug,tue,372,1,6,2,success,-1.7,94.027,-38.3,0.904,4991.6,yes
43,management,married,professionalCourse,no,yes,no,telephone,may,tue,310,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,technician,married,highSchool,no,no,no,telephone,may,tue,358,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,admin,single,highSchool,no,yes,no,cellular,jul,fri,251,1,999,1,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
29,admin,single,universitydegree,no,no,no,cellular,sep,tue,600,2,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,yes
41,admin,married,universitydegree,no,yes,no,telephone,aug,thu,345,1,9,3,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
67,retired,married,basic4y,no,no,no,cellular,aug,mon,341,2,13,1,success,-1.7,94.027,-38.3,0.898,4991.6,yes
26,admin,married,highSchool,no,no,no,cellular,jun,wed,598,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,yes
68,retired,divorced,highSchool,no,yes,yes,cellular,jul,wed,340,1,3,1,success,-1.7,94.215,-40.3,0.896,4991.6,yes
36,blueCollar,single,highSchool,no,no,no,telephone,may,mon,396,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,management,divorced,universitydegree,no,yes,no,telephone,may,mon,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blueCollar,married,basic4y,no,no,no,telephone,may,tue,189,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,entrepreneur,married,basic4y,no,yes,no,telephone,may,mon,350,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,housemaid,married,basic4y,no,no,yes,cellular,jul,wed,462,1,4,1,success,-1.7,94.215,-40.3,0.896,4991.6,yes
76,unknown,married,unknown,no,no,no,telephone,jul,thu,301,3,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,yes
25,student,single,highSchool,no,yes,yes,cellular,jun,tue,660,2,6,3,success,-1.7,94.055,-39.8,0.761,4991.6,yes
48,admin,married,highSchool,no,no,no,telephone,may,mon,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,married,highSchool,no,yes,yes,telephone,may,mon,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blueCollar,married,basic9y,unknown,no,no,telephone,may,mon,559,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,unknown,single,universitydegree,no,yes,no,cellular,jul,fri,513,1,999,2,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
45,admin,married,basic9y,no,no,no,telephone,may,tue,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,student,single,basic9y,no,yes,no,telephone,may,mon,256,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
63,admin,married,universitydegree,no,yes,no,cellular,jul,fri,396,2,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
31,technician,single,professionalCourse,no,unknown,unknown,cellular,oct,thu,212,2,999,0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,yes
48,unemployed,single,basic4y,no,yes,no,telephone,may,tue,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,blueCollar,married,basic6y,no,no,yes,telephone,may,tue,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,services,married,highSchool,no,no,no,telephone,may,mon,93,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,entrepreneur,married,universitydegree,no,no,no,telephone,may,tue,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin,married,universitydegree,no,yes,no,telephone,may,tue,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,housemaid,divorced,basic4y,no,yes,yes,telephone,may,mon,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,services,married,highSchool,no,yes,no,telephone,may,mon,81,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
67,housemaid,divorced,professionalCourse,no,yes,no,cellular,nov,mon,655,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,yes
32,technician,married,professionalCourse,no,no,no,cellular,oct,wed,486,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
31,technician,single,universitydegree,no,yes,no,telephone,jul,thu,426,1,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,yes
40,management,married,basic9y,unknown,unknown,unknown,telephone,may,tue,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,technician,married,universitydegree,no,yes,no,telephone,may,tue,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,admin,married,professionalCourse,no,no,no,cellular,nov,tue,1868,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,yes
40,blueCollar,married,highSchool,unknown,yes,no,telephone,may,mon,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,blueCollar,married,basic4y,unknown,unknown,unknown,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,unemployed,married,highSchool,unknown,yes,no,telephone,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,admin,married,universitydegree,no,yes,no,cellular,jul,thu,344,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,yes
67,housemaid,divorced,professionalCourse,no,no,no,cellular,aug,thu,350,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
31,admin,divorced,highSchool,no,no,no,telephone,may,mon,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,technician,divorced,professionalCourse,no,no,no,telephone,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
75,retired,married,unknown,no,no,no,telephone,aug,tue,676,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
45,entrepreneur,married,basic4y,unknown,yes,no,telephone,may,tue,576,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
54,management,divorced,universitydegree,no,yes,no,telephone,may,mon,843,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,admin,single,highSchool,no,yes,no,cellular,nov,wed,456,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,yes
56,retired,married,universitydegree,no,no,no,cellular,aug,tue,634,3,999,1,failure,-1.7,94.027,-38.3,0.886,4991.6,yes
40,selfemployed,married,basic4y,unknown,no,no,telephone,may,mon,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,unemployed,married,professionalCourse,no,yes,no,cellular,sep,mon,315,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
50,blueCollar,married,basic4y,unknown,unknown,unknown,telephone,may,tue,153,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,student,single,professionalCourse,no,yes,no,cellular,jul,wed,334,4,999,2,failure,-1.7,94.215,-40.3,0.84,4991.6,yes
59,retired,unknown,universitydegree,unknown,no,no,telephone,may,tue,253,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,1077,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,professionalCourse,no,yes,no,cellular,sep,wed,269,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes
30,technician,single,professionalCourse,no,no,no,cellular,sep,tue,221,2,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
37,technician,single,professionalCourse,no,yes,no,cellular,nov,wed,224,1,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,yes
40,technician,single,universitydegree,no,no,no,telephone,may,tue,198,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,housemaid,married,professionalCourse,unknown,no,no,telephone,may,tue,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,selfemployed,single,universitydegree,no,no,no,cellular,jul,thu,967,3,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
52,technician,married,highSchool,no,yes,no,telephone,may,mon,503,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,technician,married,professionalCourse,no,yes,no,cellular,aug,thu,245,2,999,4,failure,-1.7,94.027,-38.3,0.904,4991.6,yes
62,admin,married,highSchool,no,no,no,cellular,oct,tue,238,4,18,2,failure,-1.1,94.601,-49.5,1.037,4963.6,yes
56,unemployed,divorced,basic4y,no,yes,no,cellular,jul,mon,187,6,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes
43,services,single,highSchool,unknown,no,no,telephone,may,mon,21,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
62,technician,married,unknown,no,no,no,cellular,jul,mon,262,2,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6,yes
37,admin,married,universitydegree,no,yes,no,cellular,sep,wed,729,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,yes
34,technician,single,universitydegree,no,yes,no,telephone,may,tue,186,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin,married,highSchool,no,no,no,telephone,may,mon,669,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,blueCollar,married,basic6y,no,no,no,telephone,may,mon,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,retired,divorced,basic4y,no,yes,yes,cellular,jul,mon,796,1,6,1,success,-1.7,94.215,-40.3,0.827,4991.6,yes
37,technician,single,professionalCourse,no,yes,no,cellular,nov,wed,226,1,6,4,success,-1.1,94.767,-50.8,1.044,4963.6,yes
38,admin,married,highSchool,no,no,no,telephone,may,tue,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,services,single,highSchool,no,yes,no,cellular,sep,fri,336,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
38,technician,single,professionalCourse,no,yes,no,cellular,sep,thu,284,3,22,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
37,technician,single,professionalCourse,no,yes,no,telephone,may,mon,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,management,married,universitydegree,no,no,no,telephone,aug,thu,201,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
54,management,married,basic4y,unknown,yes,no,telephone,may,mon,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,management,married,unknown,unknown,yes,no,telephone,may,mon,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,blueCollar,single,highSchool,no,no,no,cellular,jun,mon,247,1,2,2,success,-1.7,94.055,-39.8,0.754,4991.6,yes
38,blueCollar,married,basic4y,unknown,yes,no,telephone,may,tue,118,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,student,single,universitydegree,no,no,no,cellular,aug,tue,279,4,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
28,student,single,basic9y,no,no,yes,cellular,aug,wed,139,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
24,services,single,highSchool,no,yes,no,cellular,jul,thu,355,1,11,2,success,-1.7,94.215,-40.3,0.884,4991.6,yes
45,admin,married,highSchool,no,yes,no,cellular,oct,fri,738,3,6,1,success,-1.1,94.601,-49.5,1.029,4963.6,yes
35,admin,single,highSchool,no,yes,yes,telephone,may,tue,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,management,married,universitydegree,no,yes,no,cellular,nov,mon,188,1,999,0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,yes
25,student,single,highSchool,no,no,no,cellular,nov,thu,244,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes
49,technician,divorced,professionalCourse,no,yes,no,cellular,jul,mon,253,3,15,1,success,-1.7,94.215,-40.3,0.87,4991.6,yes
39,blueCollar,married,basic9y,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,blueCollar,married,basic4y,unknown,yes,no,telephone,may,mon,262,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,admin,single,universitydegree,no,yes,no,cellular,jul,fri,194,2,3,1,success,-1.7,94.215,-40.3,0.79,4991.6,yes
43,technician,single,professionalCourse,no,yes,no,telephone,may,mon,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,services,married,highSchool,no,no,no,telephone,may,mon,322,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,services,married,highSchool,unknown,no,no,telephone,may,tue,135,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,technician,married,basic4y,no,no,no,telephone,may,tue,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,technician,married,professionalCourse,no,yes,no,telephone,may,tue,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
71,retired,married,basic4y,no,yes,no,cellular,jul,thu,519,2,9,3,failure,-1.7,94.215,-40.3,0.899,4991.6,yes
41,services,married,basic9y,no,no,no,telephone,may,tue,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
19,student,single,basic4y,no,yes,no,cellular,sep,wed,396,2,6,3,success,-1.1,94.199,-37.5,0.876,4963.6,yes
54,management,married,basic6y,unknown,yes,yes,telephone,may,tue,381,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,blueCollar,single,basic6y,no,no,no,cellular,oct,wed,808,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
66,retired,married,basic4y,no,yes,no,cellular,jul,mon,568,7,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes
59,technician,married,professionalCourse,no,no,no,cellular,jun,thu,1207,4,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,yes
65,retired,married,basic4y,no,no,no,cellular,oct,wed,882,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,yes
30,blueCollar,single,unknown,no,no,no,telephone,may,tue,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,admin,single,universitydegree,unknown,unknown,unknown,telephone,may,tue,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,universitydegree,no,no,no,cellular,sep,wed,216,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
61,retired,married,universitydegree,no,no,no,telephone,aug,wed,250,2,7,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes
24,technician,single,professionalCourse,no,yes,no,cellular,sep,fri,1042,5,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,yes
28,student,single,basic9y,unknown,yes,no,telephone,may,tue,354,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
84,retired,divorced,basic4y,no,yes,yes,cellular,jul,tue,666,1,3,2,success,-1.7,94.215,-40.3,0.893,4991.6,yes
34,technician,married,unknown,no,no,no,cellular,nov,tue,206,1,6,2,success,-1.1,94.767,-50.8,1.046,4963.6,yes
41,blueCollar,married,unknown,unknown,no,no,telephone,may,mon,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,technician,single,universitydegree,no,no,yes,telephone,sep,fri,231,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
25,technician,single,professionalCourse,no,yes,no,cellular,nov,fri,712,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,yes
28,selfemployed,single,universitydegree,no,yes,no,cellular,jul,thu,198,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
28,unemployed,single,basic9y,no,no,yes,cellular,aug,tue,261,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
43,admin,married,professionalCourse,no,yes,yes,telephone,may,tue,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,services,married,highSchool,unknown,unknown,unknown,telephone,may,tue,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,blueCollar,married,basic6y,no,no,yes,telephone,may,mon,583,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,student,single,unknown,no,yes,no,cellular,aug,thu,306,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
42,technician,married,professionalCourse,no,no,no,cellular,aug,thu,295,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
45,management,married,universitydegree,no,yes,no,telephone,may,tue,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,management,married,universitydegree,no,no,no,cellular,sep,fri,277,2,6,2,success,-1.1,94.199,-37.5,0.883,4963.6,yes
62,retired,married,basic4y,no,no,no,cellular,aug,mon,317,1,9,2,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
65,retired,married,basic4y,no,yes,yes,cellular,oct,wed,190,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,yes
42,management,divorced,universitydegree,no,yes,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,admin,single,highSchool,no,yes,no,cellular,jul,tue,272,3,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,yes
57,technician,married,professionalCourse,unknown,no,yes,telephone,may,tue,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blueCollar,married,basic9y,no,yes,no,telephone,may,mon,75,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,services,single,universitydegree,no,no,no,cellular,aug,fri,394,6,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes
56,technician,married,unknown,no,yes,no,telephone,may,tue,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,student,single,unknown,no,yes,no,cellular,aug,mon,868,3,18,3,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
31,technician,single,universitydegree,no,no,no,cellular,jul,thu,200,4,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6,yes
32,admin,married,universitydegree,no,no,no,telephone,nov,wed,651,1,999,1,failure,-1.1,94.767,-50.8,1.03,4963.6,yes
55,retired,single,highSchool,no,yes,no,telephone,may,mon,342,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22,services,single,professionalCourse,no,no,no,cellular,jul,tue,256,3,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,yes
36,management,divorced,universitydegree,no,yes,no,cellular,sep,tue,337,1,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,yes
33,admin,married,universitydegree,no,no,no,cellular,sep,mon,369,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,yes
39,housemaid,married,basic4y,unknown,no,no,telephone,may,mon,69,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
21,student,single,highSchool,no,yes,yes,cellular,jun,wed,286,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes
37,services,married,highSchool,no,yes,yes,cellular,oct,fri,608,2,12,2,failure,-1.1,94.601,-49.5,1.029,4963.6,yes
38,services,single,highSchool,unknown,no,no,telephone,may,mon,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,management,married,universitydegree,no,yes,no,telephone,may,mon,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin,married,universitydegree,no,unknown,unknown,telephone,may,tue,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,admin,divorced,universitydegree,no,no,no,telephone,may,mon,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,unemployed,single,universitydegree,no,yes,no,cellular,jul,tue,309,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6,yes
