age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
50.0,blueCollar,married,basic4y,unknown,yes,no,telephone,may,mon,193.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,management,married,universitydegree,no,no,no,cellular,sep,wed,293.0,2.0,3.0,2.0,success,-1.1,94.199,-37.5,0.886,4963.6,yes
57.0,blueCollar,married,basic4y,no,no,no,telephone,may,mon,164.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,admin,married,universitydegree,no,no,yes,cellular,sep,wed,397.0,1.0,999.0,2.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
58.0,management,married,basic6y,no,no,no,telephone,may,tue,342.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,unemployed,single,universitydegree,no,no,no,cellular,jun,tue,401.0,1.0,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,yes
65.0,retired,married,basic4y,no,yes,no,cellular,oct,wed,258.0,1.0,3.0,3.0,success,-1.1,94.601,-49.5,1.043,4963.6,yes
41.0,technician,married,professionalCourse,no,no,no,telephone,may,mon,412.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,blueCollar,married,basic4y,no,yes,no,telephone,may,mon,164.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,blueCollar,divorced,basic4y,no,no,no,telephone,may,tue,30.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27.0,admin,single,universitydegree,no,no,no,cellular,sep,thu,167.0,3.0,3.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
27.0,services,single,highSchool,no,no,no,cellular,jul,fri,423.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,no
50.0,admin,married,basic6y,no,no,no,telephone,may,mon,61.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22.0,selfemployed,single,professionalCourse,no,yes,no,cellular,oct,wed,218.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
25.0,blueCollar,single,basic9y,no,no,yes,cellular,jul,fri,667.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes
44.0,admin,married,unknown,no,no,no,cellular,jul,fri,745.0,1.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.861,4991.6,yes
59.0,management,married,basic4y,unknown,yes,yes,telephone,may,tue,318.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,345.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,blueCollar,married,basic9y,no,no,no,telephone,may,mon,98.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
72.0,retired,married,basic6y,no,yes,no,cellular,jul,wed,143.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes
33.0,services,divorced,unknown,no,no,no,telephone,may,mon,181.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27.0,student,single,universitydegree,no,no,no,cellular,aug,wed,180.0,1.0,3.0,3.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
43.0,technician,married,highSchool,no,yes,no,cellular,aug,wed,1363.0,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,yes
27.0,admin,single,highSchool,no,no,no,cellular,jun,tue,421.0,2.0,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6,yes
29.0,technician,married,professionalCourse,no,yes,no,cellular,oct,fri,319.0,1.0,5.0,2.0,success,-1.1,94.601,-49.5,0.972,4963.6,yes
49.0,blueCollar,married,basic4y,no,no,no,telephone,may,mon,55.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,technician,married,universitydegree,no,yes,yes,cellular,oct,tue,203.0,4.0,6.0,2.0,success,-1.1,94.601,-49.5,0.982,4963.6,yes
58.0,retired,married,universitydegree,no,no,no,telephone,may,mon,132.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,admin,married,highSchool,unknown,yes,no,telephone,may,mon,313.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
49.0,admin,married,universitydegree,no,yes,yes,telephone,may,tue,18.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
18.0,student,single,unknown,no,yes,no,cellular,aug,wed,561.0,1.0,17.0,2.0,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
45.0,services,married,professionalCourse,no,yes,no,telephone,may,mon,221.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22.0,admin,single,universitydegree,no,yes,no,telephone,jul,mon,484.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
34.0,admin,married,universitydegree,no,no,yes,cellular,sep,wed,245.0,3.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes
42.0,technician,married,universitydegree,no,no,no,telephone,may,mon,228.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27.0,blueCollar,single,highSchool,no,no,no,cellular,oct,tue,253.0,1.0,999.0,2.0,failure,-1.1,94.601,-49.5,0.982,4963.6,yes
31.0,admin,married,highSchool,no,yes,yes,telephone,may,mon,286.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,blueCollar,married,basic9y,unknown,no,no,telephone,may,mon,240.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,blueCollar,single,professionalCourse,no,no,no,cellular,aug,wed,293.0,1.0,9.0,1.0,success,-1.7,94.027,-38.3,0.9,4991.6,yes
39.0,housemaid,married,basic4y,unknown,yes,no,telephone,may,mon,381.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44.0,retired,single,highSchool,no,no,no,cellular,aug,mon,2035.0,4.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.896,4991.6,yes
55.0,admin,married,highSchool,no,no,no,telephone,jul,wed,229.0,1.0,9.0,1.0,success,-1.7,94.215,-40.3,0.802,4991.6,yes
51.0,admin,married,universitydegree,no,no,no,cellular,jun,mon,297.0,4.0,999.0,0.0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,no
55.0,technician,married,basic4y,no,no,yes,telephone,may,tue,259.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
60.0,admin,married,highSchool,no,no,no,telephone,may,mon,253.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52.0,admin,married,professionalCourse,no,yes,yes,cellular,jul,tue,287.0,2.0,6.0,1.0,success,-1.7,94.215,-40.3,0.893,4991.6,yes
55.0,management,divorced,universitydegree,no,yes,no,cellular,sep,thu,1440.0,1.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.884,4963.6,yes
48.0,admin,divorced,universitydegree,no,no,no,cellular,aug,thu,172.0,3.0,3.0,6.0,success,-1.7,94.027,-38.3,0.904,4991.6,yes
26.0,admin,single,universitydegree,no,yes,no,cellular,sep,tue,201.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,yes
25.0,admin,single,highSchool,no,no,no,cellular,jul,thu,449.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,no
35.0,technician,married,universitydegree,no,no,yes,telephone,may,mon,99.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46.0,admin,married,universitydegree,no,yes,no,cellular,jul,fri,341.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,no
26.0,unemployed,married,highSchool,no,yes,no,cellular,jul,fri,474.0,7.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,no
47.0,admin,married,highSchool,no,yes,no,cellular,oct,fri,437.0,1.0,999.0,1.0,failure,-1.1,94.601,-49.5,0.972,4963.6,yes
30.0,technician,single,professionalCourse,no,unknown,unknown,telephone,sep,tue,808.0,1.0,12.0,2.0,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
52.0,management,married,universitydegree,no,yes,no,cellular,aug,thu,175.0,3.0,1.0,3.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
40.0,housemaid,single,professionalCourse,no,no,no,telephone,may,mon,111.0,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,admin,married,universitydegree,no,no,no,cellular,aug,thu,323.0,1.0,999.0,0.0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,no
61.0,admin,married,universitydegree,no,yes,yes,telephone,aug,wed,425.0,1.0,6.0,2.0,success,-1.7,94.027,-38.3,0.903,4991.6,yes
42.0,blueCollar,married,basic9y,unknown,yes,no,telephone,may,tue,326.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54.0,management,divorced,universitydegree,no,yes,no,telephone,may,mon,106.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37.0,admin,single,highSchool,no,no,no,cellular,oct,thu,509.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,yes
53.0,blueCollar,single,basic9y,no,yes,no,cellular,jul,wed,355.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,no
42.0,management,married,universitydegree,no,no,no,telephone,may,mon,426.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46.0,services,married,universitydegree,no,yes,no,cellular,sep,wed,630.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,yes
32.0,admin,married,universitydegree,no,yes,yes,telephone,may,mon,175.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35.0,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,312.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,unemployed,married,professionalCourse,unknown,no,no,telephone,sep,thu,1405.0,1.0,6.0,2.0,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
30.0,technician,single,universitydegree,no,yes,no,telephone,jun,wed,263.0,1.0,999.0,2.0,failure,-1.7,94.055,-39.8,0.767,4991.6,yes
31.0,technician,married,universitydegree,no,no,no,cellular,sep,thu,244.0,1.0,3.0,1.0,success,-1.1,94.199,-37.5,0.878,4963.6,yes
38.0,technician,married,professionalCourse,no,yes,no,telephone,may,tue,349.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,management,divorced,universitydegree,no,no,no,cellular,sep,tue,190.0,3.0,6.0,1.0,success,-1.1,94.199,-37.5,0.881,4963.6,yes
46.0,admin,married,highSchool,no,yes,no,cellular,jul,tue,335.0,3.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.797,4991.6,yes
27.0,admin,married,universitydegree,no,yes,no,cellular,aug,tue,415.0,5.0,12.0,1.0,success,-1.7,94.027,-38.3,0.886,4991.6,yes
49.0,admin,married,highSchool,unknown,no,no,cellular,oct,wed,169.0,1.0,6.0,3.0,success,-1.1,94.601,-49.5,0.985,4963.6,yes
57.0,housemaid,divorced,basic4y,no,yes,no,telephone,may,mon,293.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46.0,admin,married,unknown,no,no,no,telephone,may,mon,348.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53.0,technician,married,universitydegree,no,no,no,cellular,sep,thu,156.0,2.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
40.0,management,married,universitydegree,no,no,no,telephone,jul,fri,367.0,2.0,3.0,2.0,success,-1.7,94.215,-40.3,0.896,4991.6,yes
43.0,technician,married,unknown,no,yes,no,telephone,may,mon,200.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,admin,single,highSchool,no,no,no,cellular,jul,wed,346.0,1.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.802,4991.6,yes
42.0,blueCollar,married,basic6y,unknown,no,no,telephone,may,mon,366.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,admin,married,universitydegree,no,no,yes,cellular,jul,fri,486.0,1.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
60.0,admin,married,universitydegree,no,no,no,cellular,jul,fri,316.0,1.0,6.0,2.0,success,-1.7,94.215,-40.3,0.861,4991.6,yes
35.0,admin,single,universitydegree,no,no,no,cellular,jul,fri,391.0,5.0,4.0,1.0,success,-1.7,94.215,-40.3,0.79,4991.6,yes
36.0,blueCollar,married,basic9y,unknown,no,no,telephone,may,tue,46.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,admin,single,universitydegree,no,no,no,cellular,aug,tue,372.0,1.0,6.0,2.0,success,-1.7,94.027,-38.3,0.904,4991.6,yes
43.0,management,married,professionalCourse,no,yes,no,telephone,may,tue,310.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,technician,married,highSchool,no,no,no,telephone,may,tue,358.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26.0,admin,single,highSchool,no,yes,no,cellular,jul,fri,251.0,1.0,999.0,1.0,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
29.0,admin,single,universitydegree,no,no,no,cellular,sep,tue,600.0,2.0,3.0,3.0,success,-1.1,94.199,-37.5,0.88,4963.6,yes
41.0,admin,married,universitydegree,no,yes,no,telephone,aug,thu,345.0,1.0,9.0,3.0,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
67.0,retired,married,basic4y,no,no,no,cellular,aug,mon,341.0,2.0,13.0,1.0,success,-1.7,94.027,-38.3,0.898,4991.6,yes
26.0,admin,married,highSchool,no,no,no,cellular,jun,wed,598.0,4.0,12.0,3.0,failure,-1.7,94.055,-39.8,0.767,4991.6,yes
68.0,retired,divorced,highSchool,no,yes,yes,cellular,jul,wed,340.0,1.0,3.0,1.0,success,-1.7,94.215,-40.3,0.896,4991.6,yes
36.0,blueCollar,single,highSchool,no,no,no,telephone,may,mon,396.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44.0,management,divorced,universitydegree,no,yes,no,telephone,may,mon,172.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
41.0,blueCollar,married,basic4y,no,no,no,telephone,may,tue,189.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
58.0,entrepreneur,married,basic4y,no,yes,no,telephone,may,mon,350.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50.0,housemaid,married,basic4y,no,no,yes,cellular,jul,wed,462.0,1.0,4.0,1.0,success,-1.7,94.215,-40.3,0.896,4991.6,yes
76.0,unknown,married,unknown,no,no,no,telephone,jul,thu,301.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,yes
25.0,student,single,highSchool,no,yes,yes,cellular,jun,tue,660.0,2.0,6.0,3.0,success,-1.7,94.055,-39.8,0.761,4991.6,yes
48.0,admin,married,highSchool,no,no,no,telephone,may,mon,357.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38.0,services,married,highSchool,no,yes,yes,telephone,may,mon,506.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,blueCollar,married,basic9y,unknown,no,no,telephone,may,mon,559.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42.0,unknown,single,universitydegree,no,yes,no,cellular,jul,fri,513.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.885,4991.6,yes
45.0,admin,married,basic9y,no,no,no,telephone,may,tue,243.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,student,single,basic9y,no,yes,no,telephone,may,mon,256.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
63.0,admin,married,universitydegree,no,yes,no,cellular,jul,fri,396.0,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,yes
31.0,technician,single,professionalCourse,no,unknown,unknown,cellular,oct,thu,212.0,2.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,yes
48.0,unemployed,single,basic4y,no,yes,no,telephone,may,tue,112.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,blueCollar,married,basic6y,no,no,yes,telephone,may,tue,53.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43.0,services,married,highSchool,no,no,no,telephone,may,mon,93.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,unknown,married,unknown,unknown,yes,no,telephone,may,mon,325.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,entrepreneur,married,universitydegree,no,no,no,telephone,may,tue,82.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46.0,admin,married,universitydegree,no,yes,no,telephone,may,tue,158.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
57.0,housemaid,divorced,basic4y,no,yes,yes,telephone,may,mon,205.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28.0,services,married,highSchool,no,yes,no,telephone,may,mon,81.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
67.0,housemaid,divorced,professionalCourse,no,yes,no,cellular,nov,mon,655.0,2.0,5.0,5.0,success,-1.1,94.767,-50.8,1.039,4963.6,yes
32.0,technician,married,professionalCourse,no,no,no,cellular,oct,wed,486.0,1.0,999.0,0.0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
31.0,technician,single,universitydegree,no,yes,no,telephone,jul,thu,426.0,1.0,6.0,2.0,success,-1.7,94.215,-40.3,0.899,4991.6,yes
40.0,management,married,basic9y,unknown,unknown,unknown,telephone,may,tue,427.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,technician,married,universitydegree,no,yes,no,telephone,may,tue,226.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54.0,admin,married,professionalCourse,no,no,no,cellular,nov,tue,1868.0,2.0,10.0,1.0,success,-1.1,94.767,-50.8,1.035,4963.6,yes
40.0,blueCollar,married,highSchool,unknown,yes,no,telephone,may,mon,98.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51.0,blueCollar,married,basic4y,unknown,unknown,unknown,telephone,may,mon,212.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52.0,unemployed,married,highSchool,unknown,yes,no,telephone,may,mon,151.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,admin,married,universitydegree,no,yes,no,cellular,jul,thu,344.0,1.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.81,4991.6,yes
67.0,housemaid,divorced,professionalCourse,no,no,no,cellular,aug,thu,350.0,1.0,6.0,2.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
31.0,admin,divorced,highSchool,no,no,no,telephone,may,mon,246.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40.0,technician,divorced,professionalCourse,no,no,no,telephone,may,mon,151.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
75.0,retired,married,unknown,no,no,no,telephone,aug,tue,676.0,2.0,999.0,4.0,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
45.0,entrepreneur,married,basic4y,unknown,yes,no,telephone,may,tue,576.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
54.0,management,divorced,universitydegree,no,yes,no,telephone,may,mon,843.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,admin,single,highSchool,no,yes,no,cellular,nov,wed,456.0,2.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,yes
56.0,retired,married,universitydegree,no,no,no,cellular,aug,tue,634.0,3.0,999.0,1.0,failure,-1.7,94.027,-38.3,0.886,4991.6,yes
40.0,selfemployed,married,basic4y,unknown,no,no,telephone,may,mon,58.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
48.0,unemployed,married,professionalCourse,no,yes,no,cellular,sep,mon,315.0,2.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
50.0,blueCollar,married,basic4y,unknown,unknown,unknown,telephone,may,tue,153.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30.0,student,single,professionalCourse,no,yes,no,cellular,jul,wed,334.0,4.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.84,4991.6,yes
59.0,retired,unknown,universitydegree,unknown,no,no,telephone,may,tue,253.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43.0,blueCollar,married,basic6y,no,yes,no,telephone,may,mon,1077.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,technician,married,professionalCourse,no,yes,no,cellular,sep,wed,269.0,1.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes
30.0,technician,single,professionalCourse,no,no,no,cellular,sep,tue,221.0,2.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.877,4963.6,yes
37.0,technician,single,professionalCourse,no,yes,no,cellular,nov,wed,224.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,no
40.0,technician,single,universitydegree,no,no,no,telephone,may,tue,198.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45.0,housemaid,married,professionalCourse,unknown,no,no,telephone,may,tue,188.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34.0,selfemployed,single,universitydegree,no,no,no,cellular,jul,thu,967.0,3.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
52.0,technician,married,highSchool,no,yes,no,telephone,may,mon,503.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46.0,technician,married,professionalCourse,no,yes,no,cellular,aug,thu,245.0,2.0,999.0,4.0,failure,-1.7,94.027,-38.3,0.904,4991.6,yes
62.0,admin,married,highSchool,no,no,no,cellular,oct,tue,238.0,4.0,18.0,2.0,failure,-1.1,94.601,-49.5,1.037,4963.6,yes
56.0,unemployed,divorced,basic4y,no,yes,no,cellular,jul,mon,187.0,6.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,no
43.0,services,single,highSchool,unknown,no,no,telephone,may,mon,21.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
62.0,technician,married,unknown,no,no,no,cellular,jul,mon,262.0,2.0,999.0,2.0,failure,-1.7,94.215,-40.3,0.827,4991.6,yes
37.0,admin,married,universitydegree,no,yes,no,cellular,sep,wed,729.0,1.0,999.0,1.0,failure,-1.1,94.199,-37.5,0.886,4963.6,yes
34.0,technician,single,universitydegree,no,yes,no,telephone,may,tue,186.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
36.0,admin,married,highSchool,no,no,no,telephone,may,mon,669.0,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47.0,blueCollar,married,basic6y,no,no,no,telephone,may,mon,92.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
59.0,retired,divorced,basic4y,no,yes,yes,cellular,jul,mon,796.0,1.0,6.0,1.0,success,-1.7,94.215,-40.3,0.827,4991.6,yes
37.0,technician,single,professionalCourse,no,yes,no,cellular,nov,wed,226.0,1.0,6.0,4.0,success,-1.1,94.767,-50.8,1.044,4963.6,yes
38.0,admin,married,highSchool,no,no,no,telephone,may,tue,145.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,services,single,highSchool,no,yes,no,cellular,sep,fri,336.0,2.0,6.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
38.0,technician,single,professionalCourse,no,yes,no,cellular,sep,thu,284.0,3.0,22.0,1.0,success,-1.1,94.199,-37.5,0.879,4963.6,yes
37.0,technician,single,professionalCourse,no,yes,no,telephone,may,mon,98.0,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33.0,management,married,universitydegree,no,no,no,telephone,aug,thu,201.0,1.0,6.0,2.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
54.0,management,married,basic4y,unknown,yes,no,telephone,may,mon,230.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55.0,management,married,unknown,unknown,yes,no,telephone,may,mon,272.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32.0,blueCollar,single,highSchool,no,no,no,cellular,jun,mon,247.0,1.0,2.0,2.0,success,-1.7,94.055,-39.8,0.754,4991.6,yes
38.0,blueCollar,married,basic4y,unknown,yes,no,telephone,may,tue,118.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,student,single,universitydegree,no,no,no,cellular,aug,tue,279.0,4.0,6.0,2.0,success,-1.7,94.027,-38.3,0.899,4991.6,yes
28.0,student,single,basic9y,no,no,yes,cellular,aug,wed,139.0,1.0,6.0,3.0,failure,-1.7,94.027,-38.3,0.9,4991.6,yes
24.0,services,single,highSchool,no,yes,no,cellular,jul,thu,355.0,1.0,11.0,2.0,success,-1.7,94.215,-40.3,0.884,4991.6,yes
45.0,admin,married,highSchool,no,yes,no,cellular,oct,fri,738.0,3.0,6.0,1.0,success,-1.1,94.601,-49.5,1.029,4963.6,yes
35.0,admin,single,highSchool,no,yes,yes,telephone,may,tue,150.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31.0,management,married,universitydegree,no,yes,no,cellular,nov,mon,188.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,no
25.0,student,single,highSchool,no,no,no,cellular,nov,thu,244.0,1.0,999.0,0.0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,yes
49.0,technician,divorced,professionalCourse,no,yes,no,cellular,jul,mon,253.0,3.0,15.0,1.0,success,-1.7,94.215,-40.3,0.87,4991.6,yes
39.0,blueCollar,married,basic9y,unknown,no,no,telephone,may,tue,375.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
55.0,blueCollar,married,basic4y,unknown,yes,no,telephone,may,mon,262.0,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
